alpha3,sex,year,life_expectancy
NLD,everyone,1976,74.7
NLD,everyone,1977,75.3
NLD,everyone,1978,75.3
NLD,everyone,1979,75.7
NLD,everyone,1980,75.9
NLD,everyone,1981,76
NLD,everyone,1982,76.1
NLD,everyone,1983,76.3
NLD,everyone,1984,76.4
NLD,everyone,1985,76.5
NLD,everyone,1986,76.4
NLD,everyone,1987,76.9
NLD,everyone,1988,77.1
NLD,everyone,1989,76.9
NLD,everyone,1990,77
NLD,everyone,1991,77.2
NLD,everyone,1992,77.4
NLD,everyone,1993,77.1
NLD,everyone,1994,77.5
NLD,everyone,1995,77.6
NLD,everyone,1996,77.6
NLD,everyone,1997,78
NLD,everyone,1998,78
NLD,everyone,1999,77.9
NLD,everyone,2000,78.2
NLD,everyone,2001,78.3
NLD,everyone,2002,78.4
NLD,everyone,2003,78.7
NLD,everyone,2004,79.2
NLD,everyone,2005,79.5
NLD,everyone,2006,79.9
NLD,everyone,2007,80.3
NLD,everyone,2008,80.5
NLD,everyone,2009,80.8
NLD,everyone,2010,81
NLD,everyone,2011,81.3
NLD,everyone,2012,81.2
NLD,everyone,2013,81.4
NLD,everyone,2014,81.8
NLD,everyone,2015,81.6
NLD,everyone,2016,81.6
NLD,everyone,2017,81.8
NLD,everyone,2018,81.9
NLD,everyone,2019,82.2
NLD,everyone,2020,81.5
NLD,women,1960,75.4
NLD,women,1961,75.9
NLD,women,1962,75.7
NLD,women,1963,75.8
NLD,women,1964,76.3
NLD,women,1965,76.1
NLD,women,1966,76.1
NLD,women,1967,76.6
NLD,women,1968,76.4
NLD,women,1969,76.3
NLD,women,1970,76.5
NLD,women,1971,76.8
NLD,women,1972,76.8
NLD,women,1973,77.1
NLD,women,1974,77.6
NLD,women,1975,77.7
NLD,women,1976,77.9
NLD,women,1977,78.5
NLD,women,1978,78.5
NLD,women,1979,78.9
NLD,women,1980,79.2
NLD,women,1981,79.3
NLD,women,1982,79.4
NLD,women,1983,79.6
NLD,women,1984,79.7
NLD,women,1985,79.8
NLD,women,1986,79.7
NLD,women,1987,80.3
NLD,women,1988,80.4
NLD,women,1989,80.1
NLD,women,1990,80.2
NLD,women,1991,80.3
NLD,women,1992,80.4
NLD,women,1993,80.1
NLD,women,1994,80.4
NLD,women,1995,80.5
NLD,women,1996,80.5
NLD,women,1997,80.7
NLD,women,1998,80.8
NLD,women,1999,80.5
NLD,women,2000,80.7
NLD,women,2001,80.8
NLD,women,2002,80.7
NLD,women,2003,81
NLD,women,2004,81.5
NLD,women,2005,81.7
NLD,women,2006,82
NLD,women,2007,82.5
NLD,women,2008,82.5
NLD,women,2009,82.9
NLD,women,2010,83
NLD,women,2011,83.1
NLD,women,2012,83
NLD,women,2013,83.2
NLD,women,2014,83.5
NLD,women,2015,83.2
NLD,women,2016,83.2
NLD,women,2017,83.4
NLD,women,2018,83.4
NLD,women,2019,83.7
NLD,women,2020,83.1
NZL,men,1961,68.4
NZL,men,1962,68.4
NZL,men,1963,68.3
NZL,men,1964,68.3
NZL,men,1965,68.2
NZL,men,1966,68.2
NZL,men,1967,68.3
NZL,men,1968,68.3
NZL,men,1969,68.4
NZL,men,1970,68.5
NZL,men,1971,68.5
NZL,men,1972,68.6
NZL,men,1973,68.7
NZL,men,1974,68.8
NZL,men,1975,68.9
NZL,men,1976,69
NZL,men,1977,69.3
NZL,men,1978,69.6
NZL,men,1979,69.8
NZL,men,1980,70.1
NZL,men,1981,70.4
NZL,men,1982,70.5
NZL,men,1983,70.7
NZL,men,1984,70.8
NZL,men,1985,71
NZL,men,1986,71.1
NZL,men,1987,71.5
NZL,men,1988,71.8
NZL,men,1989,72.2
NZL,men,1990,72.5
NZL,men,1991,72.9
NZL,men,1992,73.2
NZL,men,1993,73.5
NZL,men,1994,73.8
NZL,men,1995,74.1
NZL,men,1996,74.4
NZL,men,1997,74.8
NZL,men,1998,75.2
NZL,men,1999,75.6
NZL,men,2000,75.9
NZL,men,2001,76.3
NZL,men,2002,76.7
NZL,men,2003,77
NZL,men,2004,77.4
NZL,men,2005,77.7
NZL,men,2006,78
NZL,men,2007,78.2
NZL,men,2008,78.4
NZL,men,2009,78.7
NZL,men,2010,78.9
NZL,men,2011,79.1
NZL,men,2012,79.3
NZL,men,2013,79.5
NZL,men,2014,79.7
NZL,men,2015,79.9
NZL,men,2016,80
NZL,men,2017,80.2
NZL,men,2018,80
NZL,men,2019,80.3
NZL,everyone,1961,71.1
NZL,everyone,1962,71.2
NZL,everyone,1963,71.2
NZL,everyone,1964,71.2
NZL,everyone,1965,71.2
NZL,everyone,1966,71.3
NZL,everyone,1967,71.4
NZL,everyone,1968,71.4
NZL,everyone,1969,71.5
NZL,everyone,1970,71.5
NZL,everyone,1971,71.6
NZL,everyone,1972,71.7
NZL,everyone,1973,71.8
NZL,everyone,1974,72
NZL,everyone,1975,72.1
NZL,everyone,1976,72.3
NZL,everyone,1977,72.5
NZL,everyone,1978,72.7
NZL,everyone,1979,72.9
NZL,everyone,1980,73.2
NZL,everyone,1981,73.4
NZL,everyone,1982,73.6
NZL,everyone,1983,73.7
NZL,everyone,1984,73.8
NZL,everyone,1985,74
NZL,everyone,1986,74.1
NZL,everyone,1987,74.5
NZL,everyone,1988,74.8
NZL,everyone,1989,75.2
NZL,everyone,1990,75.5
NZL,everyone,1991,75.8
NZL,everyone,1992,76.1
NZL,everyone,1993,76.3
NZL,everyone,1994,76.6
NZL,everyone,1995,76.8
NZL,everyone,1996,77.1
NZL,everyone,1997,77.4
NZL,everyone,1998,77.7
NZL,everyone,1999,78.1
NZL,everyone,2000,78.4
NZL,everyone,2001,78.7
NZL,everyone,2002,79
NZL,everyone,2003,79.3
NZL,everyone,2004,79.6
NZL,everyone,2005,79.8
NZL,everyone,2006,80.1
NZL,everyone,2007,80.3
NZL,everyone,2008,80.5
NZL,everyone,2009,80.7
NZL,everyone,2010,80.8
NZL,everyone,2011,81
NZL,everyone,2012,81.2
NZL,everyone,2013,81.4
NZL,everyone,2014,81.5
NZL,everyone,2015,81.7
NZL,everyone,2016,81.7
NZL,everyone,2017,81.9
NZL,everyone,2018,81.8
NZL,everyone,2019,82.1
NZL,women,1961,73.8
NZL,women,1962,73.9
NZL,women,1963,74
NZL,women,1964,74.1
NZL,women,1965,74.2
NZL,women,1966,74.3
NZL,women,1967,74.4
NZL,women,1968,74.4
NZL,women,1969,74.5
NZL,women,1970,74.5
NZL,women,1971,74.6
NZL,women,1972,74.8
NZL,women,1973,74.9
NZL,women,1974,75.1
NZL,women,1975,75.3
NZL,women,1976,75.5
NZL,women,1977,75.6
NZL,women,1978,75.8
NZL,women,1979,76
NZL,women,1980,76.2
NZL,women,1981,76.4
NZL,women,1982,76.6
NZL,women,1983,76.7
NZL,women,1984,76.8
NZL,women,1985,77
NZL,women,1986,77.1
NZL,women,1987,77.4
NZL,women,1988,77.8
NZL,women,1989,78.1
NZL,women,1990,78.4
NZL,women,1991,78.7
NZL,women,1992,78.9
NZL,women,1993,79.1
NZL,women,1994,79.3
NZL,women,1995,79.5
NZL,women,1996,79.7
NZL,women,1997,80
NZL,women,1998,80.2
NZL,women,1999,80.5
NZL,women,2000,80.8
NZL,women,2001,81.1
NZL,women,2002,81.3
NZL,women,2003,81.5
NZL,women,2004,81.7
NZL,women,2005,81.9
NZL,women,2006,82.2
NZL,women,2007,82.3
NZL,women,2008,82.5
NZL,women,2009,82.6
NZL,women,2010,82.7
NZL,women,2011,82.9
NZL,women,2012,83
NZL,women,2013,83.2
NZL,women,2014,83.3
NZL,women,2015,83.4
NZL,women,2016,83.4
NZL,women,2017,83.6
NZL,women,2018,83.5
NZL,women,2019,83.9
NOR,men,1960,71.6
NOR,men,1961,71.4
NOR,men,1962,71.2
NOR,men,1963,71.1
NOR,men,1964,71.5
NOR,men,1965,71.3
NOR,men,1966,71.6
NOR,men,1967,71.5
NOR,men,1968,71.4
NOR,men,1969,71
NOR,men,1970,71.2
NOR,men,1971,71.3
NOR,men,1972,71.5
NOR,men,1973,71.5
NOR,men,1974,71.9
NOR,men,1975,71.9
NOR,men,1976,72.2
NOR,men,1977,72.5
NOR,men,1978,72.6
NOR,men,1979,72.4
NOR,men,1980,72.4
NOR,men,1981,72.7
NOR,men,1982,72.7
NOR,men,1983,72.8
NOR,men,1984,73
NOR,men,1985,72.6
NOR,men,1986,72.9
NOR,men,1987,72.8
NOR,men,1988,73.1
NOR,men,1989,73.3
NOR,men,1990,73.4
NOR,men,1991,74
NOR,men,1992,74.2
NOR,men,1993,74.2
NOR,men,1994,74.9
NOR,men,1995,74.8
NOR,men,1996,75.4
NOR,men,1997,75.5
NOR,men,1998,75.6
NOR,men,1999,75.6
NOR,men,2000,76
NOR,men,2001,76.2
NOR,men,2002,76.4
NOR,men,2003,77.1
NOR,men,2004,77.6
NOR,men,2005,77.8
NOR,men,2006,78.2
NOR,men,2007,78.3
NOR,men,2008,78.4
NOR,men,2009,78.7
NOR,men,2010,79
NOR,men,2011,79.1
NOR,men,2012,79.5
NOR,men,2013,79.8
NOR,men,2014,80.1
NOR,men,2015,80.5
NOR,men,2016,80.7
NOR,men,2017,81
NOR,men,2018,81.1
NOR,men,2019,81.3
NOR,men,2020,81.6
NOR,everyone,1960,73.8
NOR,everyone,1961,73.8
NOR,everyone,1962,73.7
NOR,everyone,1963,73.4
NOR,everyone,1964,73.9
NOR,everyone,1965,74
NOR,everyone,1966,74.3
NOR,everyone,1967,74.3
NOR,everyone,1968,74.2
NOR,everyone,1969,74
NOR,everyone,1970,74.4
NOR,everyone,1971,74.4
NOR,everyone,1972,74.6
NOR,everyone,1973,74.7
NOR,everyone,1974,75.1
NOR,everyone,1975,75.1
NOR,everyone,1976,75.3
NOR,everyone,1977,75.7
NOR,everyone,1978,75.8
NOR,everyone,1979,75.8
NOR,everyone,1980,75.9
NOR,everyone,1981,76.1
NOR,everyone,1982,76.2
NOR,everyone,1983,76.3
NOR,everyone,1984,76.4
NOR,everyone,1985,76.1
NOR,everyone,1986,76.5
NOR,everyone,1987,76.3
NOR,everyone,1988,76.4
NOR,everyone,1989,76.7
NOR,everyone,1990,76.7
NOR,everyone,1991,77.1
NOR,everyone,1992,77.4
NOR,everyone,1993,77.3
NOR,everyone,1994,77.9
NOR,everyone,1995,77.9
NOR,everyone,1996,78.3
NOR,everyone,1997,78.3
NOR,everyone,1998,78.5
NOR,everyone,1999,78.4
NOR,everyone,2000,78.8
NOR,everyone,2001,78.9
NOR,everyone,2002,79
NOR,everyone,2003,79.6
NOR,everyone,2004,80.1
NOR,everyone,2005,80.3
NOR,everyone,2006,80.6
NOR,everyone,2007,80.6
NOR,everyone,2008,80.8
NOR,everyone,2009,81
NOR,everyone,2010,81.2
NOR,everyone,2011,81.4
NOR,everyone,2012,81.5
NOR,everyone,2013,81.8
NOR,everyone,2014,82.2
NOR,everyone,2015,82.4
NOR,everyone,2016,82.5
NOR,everyone,2017,82.7
NOR,everyone,2018,82.8
NOR,everyone,2019,83
NOR,everyone,2020,83.3
NOR,women,1960,76
NOR,women,1961,76.2
NOR,women,1962,76.2
NOR,women,1963,75.7
NOR,women,1964,76.3
NOR,women,1965,76.7
NOR,women,1966,76.9
NOR,women,1967,77.1
NOR,women,1968,77
NOR,women,1969,76.9
NOR,women,1970,77.5
NOR,women,1971,77.5
NOR,women,1972,77.7
NOR,women,1973,77.9
NOR,women,1974,78.2
NOR,women,1975,78.3
NOR,women,1976,78.4
NOR,women,1977,78.9
NOR,women,1978,78.9
NOR,women,1979,79.1
NOR,women,1980,79.3
NOR,women,1981,79.4
NOR,women,1982,79.7
NOR,women,1983,79.7
NOR,women,1984,79.8
NOR,women,1985,79.5
NOR,women,1986,80
NOR,women,1987,79.7
NOR,women,1988,79.7
NOR,women,1989,80
NOR,women,1990,79.9
NOR,women,1991,80.2
NOR,women,1992,80.5
NOR,women,1993,80.3
NOR,women,1994,80.8
NOR,women,1995,80.9
NOR,women,1996,81.2
NOR,women,1997,81.1
NOR,women,1998,81.4
NOR,women,1999,81.2
NOR,women,2000,81.5
NOR,women,2001,81.6
NOR,women,2002,81.6
NOR,women,2003,82.1
NOR,women,2004,82.5
NOR,women,2005,82.7
NOR,women,2006,82.9
NOR,women,2007,82.9
NOR,women,2008,83.2
NOR,women,2009,83.2
NOR,women,2010,83.3
NOR,women,2011,83.6
NOR,women,2012,83.5
NOR,women,2013,83.8
NOR,women,2014,84.2
NOR,women,2015,84.2
NOR,women,2016,84.2
NOR,women,2017,84.3
NOR,women,2018,84.5
NOR,women,2019,84.7
NOR,women,2020,84.9
POL,men,1960,64.9
POL,men,1961,64.9
POL,men,1962,64.5
POL,men,1963,65.4
POL,men,1964,65.8
POL,men,1965,66.6
POL,men,1966,66.9
POL,men,1967,66.4
POL,men,1968,67
POL,men,1969,66.5
POL,men,1970,66.6
POL,men,1971,66.1
POL,men,1972,67.3
POL,men,1973,67.2
POL,men,1974,67.8
POL,men,1975,67
POL,men,1976,66.9
POL,men,1977,66.5
POL,men,1978,66.4
POL,men,1979,66.8
POL,men,1980,66
POL,men,1981,67.1
POL,men,1982,67.2
POL,men,1983,67
POL,men,1984,66.8
POL,men,1985,66.9
POL,men,1986,66.8
POL,men,1987,67.8
POL,men,1988,67.2
POL,men,1989,66.8
POL,men,1990,66.3
POL,men,1991,65.9
POL,men,1992,66.5
POL,men,1993,67.2
POL,men,1994,67.5
POL,men,1995,67.7
POL,men,1996,68.1
POL,men,1997,68.5
POL,men,1998,68.9
POL,men,1999,68.8
POL,men,2000,69.6
POL,men,2001,70
POL,men,2002,70.3
POL,men,2003,70.5
POL,men,2004,70.6
POL,men,2005,70.8
POL,men,2006,70.9
POL,men,2007,71
POL,men,2008,71.3
POL,men,2009,71.5
POL,men,2010,72.2
POL,men,2011,72.5
POL,men,2012,72.6
POL,men,2013,73
POL,men,2014,73.7
POL,men,2015,73.5
POL,men,2016,73.9
POL,men,2017,73.9
POL,men,2018,73.7
POL,men,2019,74.1
POL,men,2020,72.6
POL,everyone,1960,67.8
POL,everyone,1961,67.8
POL,everyone,1962,67.5
POL,everyone,1963,68.5
POL,everyone,1964,68.7
POL,everyone,1965,69.5
POL,everyone,1966,69.9
POL,everyone,1967,69.5
POL,everyone,1968,70.3
POL,everyone,1969,69.8
POL,everyone,1970,70
POL,everyone,1971,69.7
POL,everyone,1972,70.7
POL,everyone,1973,70.7
POL,everyone,1974,71.2
POL,everyone,1975,70.6
POL,everyone,1976,70.7
POL,everyone,1977,70.5
POL,everyone,1978,70.4
POL,everyone,1979,70.9
POL,everyone,1980,70.2
POL,everyone,1981,71.2
POL,everyone,1982,71.2
POL,everyone,1983,71.1
POL,everyone,1984,70.9
POL,everyone,1985,71.1
POL,everyone,1986,71
POL,everyone,1987,71.5
POL,everyone,1988,71.5
POL,everyone,1989,71.2
POL,everyone,1990,70.8
POL,everyone,1991,70.5
POL,everyone,1992,71.1
POL,everyone,1993,71.6
POL,everyone,1994,71.8
POL,everyone,1995,72.1
POL,everyone,1996,72.4
POL,everyone,1997,72.8
POL,everyone,1998,73.2
POL,everyone,1999,73.2
POL,everyone,2000,73.8
POL,everyone,2001,74.2
POL,everyone,2002,74.6
POL,everyone,2003,74.7
POL,everyone,2004,74.9
POL,everyone,2005,75.1
POL,everyone,2006,75.3
POL,everyone,2007,75.4
POL,everyone,2008,75.7
POL,everyone,2009,75.8
POL,everyone,2010,76.5
POL,everyone,2011,76.8
POL,everyone,2012,76.9
POL,everyone,2013,77.1
POL,everyone,2014,77.7
POL,everyone,2015,77.6
POL,everyone,2016,78
POL,everyone,2017,77.9
POL,everyone,2018,77.7
POL,everyone,2019,78
POL,everyone,2020,76.7
POL,women,1960,70.6
POL,women,1961,70.8
POL,women,1962,70.5
POL,women,1963,71.5
POL,women,1964,71.6
POL,women,1965,72.4
POL,women,1966,72.9
POL,women,1967,72.6
POL,women,1968,73.6
POL,women,1969,73.1
POL,women,1970,73.3
POL,women,1971,73.3
POL,women,1972,74.2
POL,women,1973,74.3
POL,women,1974,74.6
POL,women,1975,74.3
POL,women,1976,74.6
POL,women,1977,74.5
POL,women,1978,74.5
POL,women,1979,74.9
POL,women,1980,74.4
POL,women,1981,75.2
POL,women,1982,75.2
POL,women,1983,75.2
POL,women,1984,75
POL,women,1985,75.3
POL,women,1986,75.1
POL,women,1987,75.2
POL,women,1988,75.7
POL,women,1989,75.5
POL,women,1990,75.3
POL,women,1991,75.1
POL,women,1992,75.6
POL,women,1993,75.9
POL,women,1994,76.1
POL,women,1995,76.4
POL,women,1996,76.6
POL,women,1997,77
POL,women,1998,77.4
POL,women,1999,77.5
POL,women,2000,78
POL,women,2001,78.4
POL,women,2002,78.8
POL,women,2003,78.8
POL,women,2004,79.2
POL,women,2005,79.3
POL,women,2006,79.7
POL,women,2007,79.8
POL,women,2008,80
POL,women,2009,80.1
POL,women,2010,80.7
POL,women,2011,81.1
POL,women,2012,81.1
POL,women,2013,81.2
POL,women,2014,81.7
POL,women,2015,81.6
POL,women,2016,82
POL,women,2017,81.8
POL,women,2018,81.7
POL,women,2019,81.9
POL,women,2020,80.8
PRT,men,1960,61.1
PRT,men,1961,59.9
PRT,men,1962,61.2
PRT,men,1963,61.8
PRT,men,1964,62
PRT,men,1965,62.6
PRT,men,1966,62
PRT,men,1967,62.8
PRT,men,1968,63.3
PRT,men,1969,62.8
PRT,men,1970,63.6
PRT,men,1971,63.1
PRT,men,1972,65.2
PRT,men,1973,64.4
PRT,men,1974,64.8
PRT,men,1975,64.6
PRT,men,1976,65.3
PRT,men,1977,66.4
PRT,men,1978,67.1
PRT,men,1979,67.9
PRT,men,1980,67.9
PRT,men,1981,68.2
PRT,men,1982,69
PRT,men,1983,69
PRT,men,1984,69.2
PRT,men,1985,69.4
PRT,men,1986,69.9
PRT,men,1987,70.3
PRT,men,1988,70.3
PRT,men,1989,70.9
PRT,men,1990,70.6
PRT,men,1991,70.5
PRT,men,1992,71
PRT,men,1993,71
PRT,men,1994,72
PRT,men,1995,71.7
PRT,men,1996,71.6
PRT,men,1997,72.2
PRT,men,1998,72.4
PRT,men,1999,72.7
PRT,men,2000,73.3
PRT,men,2001,73.6
PRT,men,2002,73.9
PRT,men,2003,74.2
PRT,men,2004,75
PRT,men,2005,74.9
PRT,men,2006,75.5
PRT,men,2007,75.9
PRT,men,2008,76.2
PRT,men,2009,76.5
PRT,men,2010,76.8
PRT,men,2011,77.3
PRT,men,2012,77.3
PRT,men,2013,77.6
PRT,men,2014,78
PRT,men,2015,78.1
PRT,men,2016,78.1
PRT,men,2017,78.4
PRT,men,2018,78.3
PRT,men,2019,78.7
PRT,men,2020,78
PRT,everyone,1960,63.9
PRT,everyone,1961,62.7
PRT,everyone,1962,64.1
PRT,everyone,1963,64.7
PRT,everyone,1964,64.9
PRT,everyone,1965,65.8
PRT,everyone,1966,65.2
PRT,everyone,1967,66
PRT,everyone,1968,66.4
PRT,everyone,1969,65.9
PRT,everyone,1970,66.7
PRT,everyone,1971,66.4
PRT,everyone,1972,68.4
PRT,everyone,1973,67.5
PRT,everyone,1974,68.1
PRT,everyone,1975,68.4
PRT,everyone,1976,69
PRT,everyone,1977,70.1
PRT,everyone,1978,70.5
PRT,everyone,1979,71.3
PRT,everyone,1980,71.4
PRT,everyone,1981,71.7
PRT,everyone,1982,72.5
PRT,everyone,1983,72.4
PRT,everyone,1984,72.7
PRT,everyone,1985,73
PRT,everyone,1986,73.4
PRT,everyone,1987,73.8
PRT,everyone,1988,73.8
PRT,everyone,1989,74.4
PRT,everyone,1990,74.1
PRT,everyone,1991,74.1
PRT,everyone,1992,74.7
PRT,everyone,1993,74.6
PRT,everyone,1994,75.5
PRT,everyone,1995,75.4
PRT,everyone,1996,75.3
PRT,everyone,1997,75.8
PRT,everyone,1998,76
PRT,everyone,1999,76.3
PRT,everyone,2000,76.9
PRT,everyone,2001,77.2
PRT,everyone,2002,77.4
PRT,everyone,2003,77.5
PRT,everyone,2004,78.4
PRT,everyone,2005,78.2
PRT,everyone,2006,79
PRT,everyone,2007,79.2
PRT,everyone,2008,79.5
PRT,everyone,2009,79.7
PRT,everyone,2010,80
PRT,everyone,2011,80.6
PRT,everyone,2012,80.5
PRT,everyone,2013,80.8
PRT,everyone,2014,81.2
PRT,everyone,2015,81.2
PRT,everyone,2016,81.2
PRT,everyone,2017,81.5
PRT,everyone,2018,81.4
PRT,everyone,2019,81.8
PRT,everyone,2020,81.1
PRT,women,1960,66.7
PRT,women,1961,65.4
PRT,women,1962,67
PRT,women,1963,67.6
PRT,women,1964,67.8
PRT,women,1965,68.9
PRT,women,1966,68.4
PRT,women,1967,69.2
PRT,women,1968,69.4
PRT,women,1969,69
PRT,women,1970,69.7
PRT,women,1971,69.7
PRT,women,1972,71.5
PRT,women,1973,70.6
PRT,women,1974,71.4
PRT,women,1975,72.1
PRT,women,1976,72.6
PRT,women,1977,73.7
PRT,women,1978,73.9
PRT,women,1979,74.7
PRT,women,1980,74.9
PRT,women,1981,75.2
PRT,women,1982,76
PRT,women,1983,75.8
PRT,women,1984,76.2
PRT,women,1985,76.5
PRT,women,1986,76.8
PRT,women,1987,77.2
PRT,women,1988,77.3
PRT,women,1989,77.9
PRT,women,1990,77.5
PRT,women,1991,77.7
PRT,women,1992,78.4
PRT,women,1993,78.1
PRT,women,1994,79
PRT,women,1995,79
PRT,women,1996,79
PRT,women,1997,79.4
PRT,women,1998,79.6
PRT,women,1999,79.8
PRT,women,2000,80.4
PRT,women,2001,80.7
PRT,women,2002,80.8
PRT,women,2003,80.8
PRT,women,2004,81.8
PRT,women,2005,81.5
PRT,women,2006,82.5
PRT,women,2007,82.5
PRT,women,2008,82.7
PRT,women,2009,82.8
PRT,women,2010,83.2
PRT,women,2011,83.8
PRT,women,2012,83.6
PRT,women,2013,84
PRT,women,2014,84.4
PRT,women,2015,84.3
PRT,women,2016,84.3
PRT,women,2017,84.6
PRT,women,2018,84.5
PRT,women,2019,84.8
PRT,women,2020,84.1
SVK,men,1960,67.9
SVK,men,1961,68.6
SVK,men,1962,68
SVK,men,1963,68.3
SVK,men,1964,68.8
SVK,men,1965,67.9
SVK,men,1966,67.8
SVK,men,1967,68.4
SVK,men,1968,67.7
SVK,men,1969,66.9
SVK,men,1970,66.8
SVK,men,1971,66.6
SVK,men,1972,67
SVK,men,1973,66.8
SVK,men,1974,66.8
SVK,men,1975,66.9
SVK,men,1976,67
SVK,men,1977,66.8
SVK,men,1978,66.9
SVK,men,1979,67.2
SVK,men,1980,66.7
SVK,men,1981,66.8
SVK,men,1982,67
SVK,men,1983,66.7
SVK,men,1984,66.9
SVK,men,1985,67
SVK,men,1986,67.2
SVK,men,1987,67.4
SVK,men,1988,67.2
SVK,men,1989,67
SVK,men,1990,66.7
SVK,men,1991,66.9
SVK,men,1992,67.1
SVK,men,1993,67.8
SVK,men,1994,68.3
SVK,men,1995,68.4
SVK,men,1996,68.8
SVK,men,1997,68.9
SVK,men,1998,68.6
SVK,men,1999,69
SVK,men,2000,69.2
SVK,men,2001,69.5
SVK,men,2002,69.8
SVK,men,2003,69.8
SVK,men,2004,70.3
SVK,men,2005,70.2
SVK,men,2006,70.4
SVK,men,2007,70.6
SVK,men,2008,70.9
SVK,men,2009,71.4
SVK,men,2010,71.8
SVK,men,2011,72.3
SVK,men,2012,72.5
SVK,men,2013,72.9
SVK,men,2014,73.3
SVK,men,2015,73.1
SVK,men,2016,73.8
SVK,men,2017,73.8
SVK,men,2018,73.9
SVK,men,2019,74.3
SVK,men,2020,73.5
SVK,everyone,1960,70.3
SVK,everyone,1961,70.9
SVK,everyone,1962,70.4
SVK,everyone,1963,70.8
SVK,everyone,1964,71.2
SVK,everyone,1965,70.4
SVK,everyone,1966,70.6
SVK,everyone,1967,71.2
SVK,everyone,1968,70.7
SVK,everyone,1969,70.1
SVK,everyone,1970,70
SVK,everyone,1971,70
SVK,everyone,1972,70.5
SVK,everyone,1973,70.1
SVK,everyone,1974,70.3
SVK,everyone,1975,70.5
SVK,everyone,1976,70.6
SVK,everyone,1977,70.6
SVK,everyone,1978,70.6
SVK,everyone,1979,70.9
SVK,everyone,1980,70.6
SVK,everyone,1981,70.9
SVK,everyone,1982,71
SVK,everyone,1983,70.7
SVK,everyone,1984,71
SVK,everyone,1985,71
SVK,everyone,1986,71.2
SVK,everyone,1987,71.4
SVK,everyone,1988,71.5
SVK,everyone,1989,71.3
SVK,everyone,1990,71.2
SVK,everyone,1991,71.2
SVK,everyone,1992,71.6
SVK,everyone,1993,72.1
SVK,everyone,1994,72.5
SVK,everyone,1995,72.5
SVK,everyone,1996,72.9
SVK,everyone,1997,72.9
SVK,everyone,1998,72.8
SVK,everyone,1999,73.2
SVK,everyone,2000,73.4
SVK,everyone,2001,73.6
SVK,everyone,2002,73.8
SVK,everyone,2003,73.8
SVK,everyone,2004,74.2
SVK,everyone,2005,74.2
SVK,everyone,2006,74.4
SVK,everyone,2007,74.5
SVK,everyone,2008,75
SVK,everyone,2009,75.3
SVK,everyone,2010,75.6
SVK,everyone,2011,76.1
SVK,everyone,2012,76.2
SVK,everyone,2013,76.5
SVK,everyone,2014,76.9
SVK,everyone,2015,76.7
SVK,everyone,2016,77.3
SVK,everyone,2017,77.3
SVK,everyone,2018,77.4
SVK,everyone,2019,77.8
SVK,everyone,2020,77
SVK,women,1960,72.7
SVK,women,1961,73.2
SVK,women,1962,72.7
SVK,women,1963,73.3
SVK,women,1964,73.6
SVK,women,1965,72.9
SVK,women,1966,73.3
SVK,women,1967,73.9
SVK,women,1968,73.6
SVK,women,1969,73.3
SVK,women,1970,73.1
SVK,women,1971,73.3
SVK,women,1972,73.9
SVK,women,1973,73.4
SVK,women,1974,73.7
SVK,women,1975,74
SVK,women,1976,74.1
SVK,women,1977,74.3
SVK,women,1978,74.2
SVK,women,1979,74.6
SVK,women,1980,74.4
SVK,women,1981,74.9
SVK,women,1982,74.9
SVK,women,1983,74.7
SVK,women,1984,75.1
SVK,women,1985,75
SVK,women,1986,75.1
SVK,women,1987,75.4
SVK,women,1988,75.7
SVK,women,1989,75.6
SVK,women,1990,75.7
SVK,women,1991,75.5
SVK,women,1992,76
SVK,women,1993,76.3
SVK,women,1994,76.7
SVK,women,1995,76.5
SVK,women,1996,77
SVK,women,1997,76.9
SVK,women,1998,77
SVK,women,1999,77.4
SVK,women,2000,77.5
SVK,women,2001,77.7
SVK,women,2002,77.7
SVK,women,2003,77.7
SVK,women,2004,78
SVK,women,2005,78.1
SVK,women,2006,78.4
SVK,women,2007,78.4
SVK,women,2008,79
SVK,women,2009,79.1
SVK,women,2010,79.3
SVK,women,2011,79.8
SVK,women,2012,79.9
SVK,women,2013,80.1
SVK,women,2014,80.5
SVK,women,2015,80.2
SVK,women,2016,80.7
SVK,women,2017,80.7
SVK,women,2018,80.8
SVK,women,2019,81.2
SVK,women,2020,80.4
ESP,men,1960,67.4
ESP,men,1970,69.2
ESP,men,1975,70.5
ESP,men,1976,70.8
ESP,men,1977,71.2
ESP,men,1978,71.3
ESP,men,1979,71.8
ESP,men,1980,72.3
ESP,men,1981,72.5
ESP,men,1982,73.1
ESP,men,1983,72.9
ESP,men,1984,73.1
ESP,men,1985,73.1
ESP,men,1986,73.4
ESP,men,1987,73.5
ESP,men,1988,73.5
ESP,men,1989,73.4
ESP,men,1990,73.3
ESP,men,1991,73.4
ESP,men,1992,73.8
ESP,men,1993,74
ESP,men,1994,74.4
ESP,men,1995,74.4
ESP,men,1996,74.5
ESP,men,1997,75.2
ESP,men,1998,75.3
ESP,men,1999,75.3
ESP,men,2000,75.8
ESP,men,2001,76.3
ESP,men,2002,76.4
ESP,men,2003,76.4
ESP,men,2004,77
ESP,men,2005,77
ESP,men,2006,77.8
ESP,men,2007,77.9
ESP,men,2008,78.3
